,time,BTC/USDT_change,ETH/USDT_change,BNB/USDT_change,MATIC/USDT_change,LTC/USDT_change,DOGE/USDT_change,XRP/USDT_change,LINK/USDT_change,ATOM/USDT_change,ETC/USDT_change
772,2021-02-11,7.06,2.58,-3.77,3.58,1.12,15.6,4.73,1.91,2.64,12.96
773,2021-02-12,-1.42,3.05,10.07,-6.12,7.12,-6.0,15.29,4.07,-7.97,1.79
774,2021-02-13,-0.31,-1.37,-2.47,-0.4,14.77,-6.3,3.96,-5.7,-6.88,39.4
775,2021-02-14,3.01,-0.82,1.88,0.74,-5.44,1.3,-6.47,12.21,-2.72,-3.32
776,2021-02-15,-1.38,-1.15,-4.09,-8.55,-2.64,4.81,-7.16,2.74,7.78,-8.66
777,2021-02-16,2.55,0.15,0.18,-8.21,1.07,3.01,-5.44,4.87,6.14,-2.08
778,2021-02-17,6.08,3.81,26.99,6.96,12.97,-3.27,2.86,-7.17,-2.73,6.34
779,2021-02-18,-1.08,4.86,18.32,9.67,-4.55,-0.63,-0.48,0.54,3.66,-2.36
780,2021-02-19,8.44,0.83,70.34,5.52,4.38,1.0,6.1,1.18,1.48,2.95
781,2021-02-20,-0.12,-2.17,-24.07,5.22,-4.14,-9.16,-9.4,1.54,-8.45,-2.02
782,2021-02-21,2.81,1.08,16.7,-9.17,0.16,1.36,6.49,11.38,-4.9,3.96
783,2021-02-22,-5.79,-8.07,-9.29,1.64,-8.3,-8.25,4.0,-1.04,1.04,-11.0
784,2021-02-23,-9.61,-11.23,-13.4,-8.2,-14.78,9.69,-15.99,-5.04,-20.56,-18.53
785,2021-02-24,1.61,2.89,10.0,-1.57,2.3,-2.85,-1.51,0.81,-5.41,4.5
786,2021-02-25,-5.24,-8.71,-7.65,2.91,-1.14,-1.78,-6.96,-5.87,6.91,-7.03
787,2021-02-26,-1.69,-2.53,-5.56,-21.49,-5.08,-3.17,-1.86,4.89,8.13,-2.93
788,2021-02-27,-0.37,0.94,1.54,-2.01,0.92,2.28,1.86,-4.05,-12.71,3.51
789,2021-02-28,-2.1,-2.68,-6.76,9.44,-3.8,5.79,-4.64,-3.58,5.85,-6.54
790,2021-03-01,9.87,10.66,21.34,2.14,6.43,0.1,7.14,1.49,5.18,6.95
791,2021-03-02,-2.33,-5.3,-5.99,-13.59,1.81,0.51,-2.17,11.28,8.04,-1.63
792,2021-03-03,3.95,5.44,0.35,3.58,4.79,1.05,2.92,-5.35,6.89,3.17
793,2021-03-04,-3.92,-1.81,-4.51,3.41,-3.75,5.01,7.26,1.31,3.5,-2.16
794,2021-03-05,0.78,-0.71,-1.81,0.62,-0.24,-1.72,-5.53,-0.47,-8.4,-0.55
795,2021-03-06,0.28,8.0,0.37,4.55,1.46,-17.44,1.86,-1.51,6.88,1.52
796,2021-03-07,4.27,4.57,6.06,-0.29,4.31,0.55,0.57,-6.74,0.04,3.88
797,2021-03-08,2.78,6.18,0.19,-8.21,0.58,-1.6,1.79,-1.74,4.26,1.47
798,2021-03-09,4.79,2.03,21.77,2.79,6.23,-5.07,2.27,-7.15,9.9,5.91
799,2021-03-10,1.78,-4.03,-5.01,1.45,-1.72,0.5,-4.8,2.68,-2.99,-3.57
800,2021-03-11,3.44,1.7,4.2,2.61,0.53,3.82,-2.13,7.3,-1.55,2.56
801,2021-03-12,-0.95,-3.27,-9.17,-4.1,9.67,-5.83,-2.77,-1.91,-7.95,-2.63
802,2021-03-13,6.93,8.85,4.97,2.71,2.38,1.99,4.22,-0.81,10.58,15.35
803,2021-03-14,-3.63,-3.86,-4.72,-0.2,-5.37,2.91,-4.11,5.17,9.42,-7.68
804,2021-03-15,-5.72,-2.96,-3.36,-7.65,-6.27,-2.38,-0.74,-0.73,-2.44,-4.41
805,2021-03-16,2.33,0.62,1.63,1.02,0.5,-0.74,5.64,5.7,-7.79,2.3
806,2021-03-17,3.54,1.03,4.34,-2.03,2.17,0.5,2.05,2.22,-6.86,1.17
807,2021-03-18,-2.15,-2.6,-3.1,1.19,-3.04,-3.44,-0.21,8.0,-2.81,-3.18
808,2021-03-19,0.67,1.87,0.54,-4.67,0.12,-10.51,-0.53,-9.83,-2.34,0.69
809,2021-03-20,0.12,-0.16,0.45,-4.94,0.11,-3.69,12.78,4.96,-2.78,0.47
810,2021-03-21,-1.29,-1.31,0.16,-1.72,-2.42,11.8,-1.77,5.31,-1.14,-2.68
811,2021-03-22,-5.7,-5.73,-3.75,-5.41,-4.95,0.09,5.32,7.25,-0.44,-2.72
812,2021-03-23,0.48,-0.78,0.19,-7.68,0.08,-6.86,1.06,-10.42,-9.12,4.99
813,2021-03-24,-3.75,-5.18,-2.74,-1.28,-5.26,-0.43,-12.6,5.43,-5.42,-7.7
814,2021-03-25,-1.93,0.24,-5.87,-0.94,-2.57,-1.63,6.32,-3.65,10.92,-1.83
815,2021-03-26,7.28,7.13,9.06,-7.63,6.95,-2.59,10.43,0.94,8.6,6.16
816,2021-03-27,1.44,0.81,5.53,-6.04,0.34,-1.65,-2.83,6.22,0.56,0.27
817,2021-03-28,-0.07,-1.49,-0.32,28.93,0.1,1.07,-0.33,-2.28,-0.2,0.62
818,2021-03-29,3.33,7.68,2.49,-0.93,5.16,2.77,3.64,7.31,0.16,6.5
819,2021-03-30,1.93,1.3,13.08,7.74,1.04,8.96,-0.56,16.38,-0.49,2.98
820,2021-03-31,-0.01,4.29,-2.87,-0.03,0.51,-1.89,1.38,2.96,2.83,8.52
821,2021-04-01,-0.03,2.54,10.69,-0.93,3.14,1.46,0.19,-1.36,-0.92,1.41
822,2021-04-02,0.39,8.42,1.08,7.98,4.23,8.84,6.38,-4.92,1.79,6.39
823,2021-04-03,-3.22,-5.87,-4.83,2.55,-7.67,4.18,-4.73,-2.09,2.89,-11.02
824,2021-04-04,2.02,3.34,8.36,-2.17,3.61,0.95,9.79,-8.57,3.92,7.17
825,2021-04-05,1.59,1.53,5.49,0.97,9.51,-4.48,44.22,9.08,-2.29,10.49
826,2021-04-06,-1.93,0.23,9.57,3.7,7.03,0.49,19.74,-7.11,1.27,10.32
827,2021-04-07,-3.51,-7.04,-6.87,1.53,-7.56,1.02,-16.53,-3.05,-2.85,8.14
828,2021-04-08,3.8,5.96,11.49,-3.05,3.14,-7.26,15.35,0.25,5.61,2.43
829,2021-04-09,0.11,-0.65,8.43,-0.4,-2.23,1.09,-3.65,-11.27,1.71,-4.36
830,2021-04-10,2.8,3.21,3.81,-2.2,15.92,-2.21,34.91,1.46,4.26,8.91
831,2021-04-11,0.39,0.84,11.59,3.07,-1.65,2.92,-1.53,10.86,2.96,-0.43
832,2021-04-12,-0.23,-0.64,13.46,1.16,-3.14,0.0,8.68,4.77,-6.23,-4.12
833,2021-04-13,6.21,7.55,-7.56,1.44,9.47,0.65,22.31,-1.5,3.89,8.66
834,2021-04-14,-0.97,5.8,-0.25,7.88,4.2,1.32,2.15,0.59,3.37,3.34
835,2021-04-15,0.32,3.35,-1.48,-7.3,2.45,0.21,-4.15,4.48,3.24,30.53
836,2021-04-16,-2.89,-3.63,-6.19,4.15,7.98,4.08,-11.93,8.28,-3.38,33.76
837,2021-04-17,-2.17,-4.33,1.26,2.65,-2.44,-0.81,-0.59,-4.33,8.17,-1.43
838,2021-04-18,-6.43,-3.54,-6.48,18.57,-9.14,3.83,-8.57,6.57,2.3,-1.57
839,2021-04-19,-0.92,-3.33,4.68,-3.63,-4.38,-4.87,-7.0,8.24,2.25,-9.99
840,2021-04-20,1.42,7.82,16.33,14.31,-0.3,0.87,5.77,8.94,-0.8,0.89
841,2021-04-21,-4.67,1.15,-7.31,-4.59,-1.17,2.66,-6.79,-4.89,1.37,-5.44
842,2021-04-22,-3.9,1.73,-7.07,1.76,-1.99,9.76,-10.55,4.2,12.13,4.81
843,2021-04-23,-1.09,-1.27,4.22,-3.21,-4.47,-3.84,1.37,-1.09,4.22,-2.65
844,2021-04-24,-2.08,-6.51,-5.59,-4.88,-6.86,-3.47,-10.41,7.53,1.17,-9.11
845,2021-04-25,-1.96,4.81,1.61,-1.21,-0.39,-7.0,-1.39,-11.37,17.0,-1.18
846,2021-04-26,10.06,9.14,6.01,10.22,10.5,25.98,31.64,5.4,-1.31,12.04
847,2021-04-27,1.87,5.29,6.25,5.37,5.0,-3.84,2.85,-14.72,-0.19,2.93
848,2021-04-28,-0.3,3.08,-1.05,2.18,-0.49,-6.66,-3.15,4.2,-10.42,3.71
849,2021-04-29,-2.35,0.32,6.56,2.53,-1.23,4.09,2.96,7.61,2.65,-1.54
850,2021-04-30,7.73,0.56,3.83,0.11,6.2,-3.0,14.38,-10.88,-10.71,5.23
851,2021-05-01,0.18,6.22,-0.42,-9.24,2.08,0.85,3.26,-2.03,13.95,23.09
852,2021-05-02,-2.11,0.16,0.29,3.6,-2.85,-1.83,-5.48,-8.57,4.31,0.41
853,2021-05-03,1.04,16.33,8.75,-10.15,9.69,-2.19,-0.38,14.5,-0.61,15.88
854,2021-05-04,-6.94,-5.6,-9.89,10.64,3.56,-0.8,-10.74,-38.37,4.43,33.0
855,2021-05-05,7.95,8.81,6.84,-4.02,16.64,0.38,16.25,16.7,3.29,35.49
856,2021-05-06,-1.81,-0.98,-2.63,-2.74,-0.38,1.76,-0.68,-16.61,11.09,42.47
857,2021-05-07,1.63,-0.29,-1.53,-7.05,-2.72,5.82,-1.47,-8.81,-5.04,-10.53
858,2021-05-08,2.7,12.37,3.49,1.37,0.64,-2.98,-1.16,-14.81,-0.21,6.31
859,2021-05-09,-1.06,0.35,2.43,9.95,11.7,-6.72,-1.7,33.06,1.24,-7.42
860,2021-05-10,-4.16,0.56,-4.63,-1.7,-7.45,2.04,-9.37,4.18,5.45,-10.87
861,2021-05-11,1.53,5.75,6.46,0.83,5.2,-0.42,6.3,23.68,-2.45,5.78
862,2021-05-12,-12.42,-8.39,-11.5,19.35,-17.84,0.73,-14.18,-6.75,-15.98,-23.56
863,2021-05-13,0.27,-2.42,-3.89,-3.34,2.43,0.61,7.49,-12.12,-1.9,3.99
864,2021-05-14,0.34,9.6,5.52,-2.2,2.6,-2.36,2.61,-8.99,29.65,16.89
865,2021-05-15,-6.18,-10.51,-6.51,-17.1,-7.95,-7.87,6.47,5.68,9.66,-7.98
866,2021-05-16,-0.71,-1.76,0.16,-1.98,-1.44,0.42,-2.78,19.71,-7.04,-1.29
867,2021-05-17,-6.22,-8.36,-9.31,2.47,-4.85,-6.95,3.1,-4.3,27.66,-4.47
868,2021-05-18,-1.58,2.83,-0.82,-4.61,4.48,5.43,6.27,-0.19,2.61,-1.25
869,2021-05-19,-14.38,-27.74,-34.08,0.92,-36.75,0.09,-33.51,4.99,-4.47,-32.9
870,2021-05-20,10.51,13.52,16.84,0.91,13.11,-3.22,11.64,-10.48,-0.2,24.14
871,2021-05-21,-8.08,-12.17,-16.7,-6.02,-14.57,-2.7,-14.74,-5.9,8.65,-12.97
872,2021-05-22,0.5,-5.6,-8.11,5.61,-5.92,3.28,-10.04,1.49,-9.74,-8.84
873,2021-05-23,-7.48,-8.67,-13.02,7.44,-15.89,-4.28,-12.75,-10.7,21.82,-11.97
874,2021-05-24,11.86,26.32,32.57,-2.26,30.03,1.8,25.71,-2.03,8.56,42.92
875,2021-05-25,-1.25,2.16,-0.71,2.82,-0.84,-8.78,-1.89,6.25,-23.19,6.31
876,2021-05-26,2.39,6.65,10.48,-4.01,8.17,1.64,5.84,-9.67,-10.39,2.04
877,2021-05-27,-1.81,-4.94,-2.5,-3.66,-2.31,1.17,-5.52,-7.09,30.54,-6.6
878,2021-05-28,-7.44,-12.04,-11.09,-13.69,-8.74,3.76,-7.82,0.91,4.53,-8.64
879,2021-05-29,-2.96,-5.54,-7.24,-7.75,-7.5,-0.09,-7.42,7.57,2.55,-5.74
880,2021-05-30,2.99,4.71,6.68,17.48,3.94,-2.52,8.88,7.12,-7.31,2.73
881,2021-05-31,4.52,13.43,8.53,-0.41,10.26,0.1,14.91,-1.94,0.89,5.85
882,2021-06-01,-1.51,-2.65,2.55,-8.08,-2.67,-4.58,-2.89,-5.87,-6.53,-3.22
883,2021-06-02,2.38,2.73,10.81,-0.53,2.23,-10.86,1.32,1.54,-9.41,0.91
884,2021-06-03,4.47,5.58,6.71,0.27,3.38,-3.87,2.04,-9.26,0.53,2.16
885,2021-06-04,-6.16,-5.87,-8.81,-3.47,-7.79,3.74,-7.37,-4.66,6.94,-7.34
886,2021-06-05,-3.57,-2.3,-0.15,-3.23,-3.09,-0.73,-4.68,6.83,4.53,-2.51
887,2021-06-06,0.79,3.21,0.94,4.67,2.0,1.59,2.6,-19.76,2.01,1.55
888,2021-06-07,-6.27,-4.42,-9.11,2.55,-8.2,-5.58,-8.99,-2.92,0.28,-9.51
889,2021-06-08,-0.52,-3.27,-1.52,12.33,-0.8,-2.96,1.3,9.23,-5.06,-2.31
890,2021-06-09,12.0,4.1,6.54,2.05,7.42,2.93,5.59,3.63,-0.11,9.92
891,2021-06-10,-1.91,-5.33,-6.29,2.63,-2.54,0.47,-5.77,-11.49,-4.38,-7.08
892,2021-06-11,1.78,-4.73,-1.76,-3.85,-3.18,-7.25,-2.48,0.47,4.32,-1.79
893,2021-06-12,-4.78,0.71,-0.6,3.14,-0.64,21.28,-1.69,8.58,-4.5,-2.95
894,2021-06-13,9.77,5.85,6.44,-4.34,5.59,-5.29,6.09,2.3,0.37,6.84
895,2021-06-14,3.83,2.85,1.2,1.51,5.29,-4.2,0.83,3.74,-7.79,0.52
896,2021-06-15,-0.92,-1.44,-1.0,5.25,-2.63,-2.71,-2.72,-0.08,-1.2,-1.9
897,2021-06-16,-4.47,-6.91,-5.26,0.6,-4.9,2.32,-3.96,-6.82,4.56,-4.83
898,2021-06-17,-0.67,0.22,1.62,-7.92,0.31,-1.68,1.2,0.49,3.11,0.34
899,2021-06-18,-5.97,-5.86,-4.44,-0.08,-6.46,-1.42,-5.31,1.46,-2.11,-5.37
900,2021-06-19,-0.94,-3.11,-0.95,-1.61,-2.46,2.15,-4.88,3.77,-2.22,-3.27
901,2021-06-20,0.33,3.61,1.51,1.47,1.55,1.29,2.08,-4.55,0.12,0.17
902,2021-06-21,-11.21,-15.96,-20.15,1.85,-19.64,6.94,-21.63,9.31,-2.11,-22.55
903,2021-06-22,2.83,-0.32,-3.2,26.11,-3.81,0.59,-9.89,-1.42,-1.76,-7.37
904,2021-06-23,3.59,4.73,13.03,-5.46,7.86,2.47,16.73,-7.24,9.82,11.57
905,2021-06-24,2.93,1.1,4.2,-3.32,4.22,-0.52,5.45,1.58,2.74,5.84
906,2021-06-25,-8.88,-9.08,-9.01,1.51,-7.13,-1.0,-9.21,-2.42,-4.45,-8.82
907,2021-06-26,2.24,1.14,-0.44,-0.54,1.49,-7.45,0.85,0.96,-0.79,3.07
908,2021-06-27,7.49,8.33,4.04,4.28,4.57,-3.34,5.21,-4.7,4.79,4.36
909,2021-06-28,-0.6,5.15,-0.31,-1.89,3.86,1.85,-0.6,-3.68,-4.03,2.44
910,2021-06-29,4.11,3.88,3.72,0.86,4.74,-0.41,9.61,0.37,3.03,31.08
911,2021-06-30,-2.41,5.09,0.97,8.1,0.02,1.7,0.01,-6.92,21.75,1.38
912,2021-07-01,-4.4,-7.44,-5.37,-4.21,-5.05,0.81,-6.67,-3.36,-14.52,-7.77
913,2021-07-02,0.85,2.27,-0.11,6.49,-0.12,-2.41,-0.55,0.77,3.37,1.28
914,2021-07-03,2.61,3.39,3.82,3.58,2.41,-1.12,2.67,0.77,4.05,5.79
915,2021-07-04,1.78,4.3,3.17,1.33,3.4,-5.64,3.37,-6.12,-5.67,-0.88
916,2021-07-05,-4.53,-5.43,-1.82,21.6,-5.0,0.5,-6.24,-5.42,-0.11,-4.73
917,2021-07-06,1.57,5.72,5.92,-5.25,0.81,-3.13,1.87,11.3,0.13,1.8
918,2021-07-07,-1.05,-0.26,2.38,-7.57,-1.04,-2.71,-1.9,5.04,-0.54,-3.36
919,2021-07-08,-2.91,-8.63,-5.3,3.75,-3.81,-0.27,-4.69,2.67,3.75,-6.3
920,2021-07-09,2.86,1.45,2.26,-1.91,1.87,-4.92,2.49,1.07,-2.55,1.25
921,2021-07-10,-0.93,-1.69,-0.31,1.89,-0.41,7.55,-1.93,0.35,-1.97,-1.89
922,2021-07-11,2.26,1.41,1.91,5.16,0.22,5.85,1.89,7.66,-1.5,1.16
923,2021-07-12,-3.42,-5.09,-1.88,-5.99,-0.67,5.53,-1.18,8.09,-1.35,-4.06
924,2021-07-13,-1.08,-4.5,-2.27,-0.99,-1.41,6.76,-1.53,-1.92,2.49,-4.47
925,2021-07-14,0.28,2.79,0.14,-0.69,-0.29,0.71,0.06,1.38,-2.13,0.13
926,2021-07-15,-2.86,-3.76,2.19,0.11,-3.97,-4.28,-3.5,14.95,-10.55,-5.2
927,2021-07-16,-1.54,-2.25,-4.19,0.42,-4.15,-3.28,-1.44,1.99,2.78,-4.83
928,2021-07-17,0.43,1.23,-0.8,-6.18,-0.59,-3.34,-1.22,-2.9,-2.64,0.8
929,2021-07-18,0.82,-0.41,0.51,-4.23,-0.69,-2.18,0.76,6.38,1.4,1.01
930,2021-07-19,-2.95,-3.85,-7.12,3.24,-5.06,-3.9,-5.06,1.99,-1.78,-0.71
931,2021-07-20,-3.4,-1.8,-5.74,-2.22,-5.17,-8.63,-5.13,1.05,-1.47,-5.47
932,2021-07-21,7.9,11.73,10.9,1.98,9.72,-6.2,8.23,-0.54,-10.05,9.14
933,2021-07-22,0.45,1.46,0.03,-1.31,2.46,6.38,3.53,-0.67,4.1,1.14
934,2021-07-23,4.17,4.94,2.0,-1.97,2.94,-3.11,2.89,3.37,-9.55,5.59
935,2021-07-24,1.86,2.85,0.76,-7.97,1.38,3.93,-0.11,-6.72,5.52,7.87
936,2021-07-25,3.27,0.22,0.34,5.0,1.33,0.28,-0.26,5.09,4.66,-1.99
937,2021-07-26,5.25,1.75,0.48,-8.68,2.68,-1.19,2.72,1.4,4.89,-0.12
938,2021-07-27,5.95,3.22,3.12,8.49,2.81,-0.07,3.48,5.58,4.14,2.37
939,2021-07-28,1.43,0.06,0.11,2.59,4.22,1.06,13.6,-3.7,-0.34,-0.48
940,2021-07-29,-0.01,3.56,1.02,-3.91,0.68,-2.66,2.2,11.25,-7.58,0.21
941,2021-07-30,5.47,3.31,1.73,-2.44,2.88,1.65,0.44,-2.18,0.51,3.22
942,2021-07-31,-1.76,2.81,3.04,12.32,-0.78,0.49,-0.82,2.81,-9.07,0.73
943,2021-08-01,-3.9,0.97,0.06,-3.66,-2.8,-3.72,-2.94,0.15,-1.22,-2.13
944,2021-08-02,-1.76,2.01,-0.63,14.24,0.74,0.73,1.91,-6.45,2.47,2.16
945,2021-08-03,-2.4,-3.75,-2.15,-14.85,-2.0,7.1,-3.31,-3.08,2.59,-3.62
946,2021-08-04,3.97,8.62,3.5,-1.59,2.95,-0.68,2.44,6.93,-2.06,4.29
947,2021-08-05,2.87,3.76,0.93,2.48,0.67,4.84,0.23,5.82,-3.09,1.63
948,2021-08-06,4.83,2.28,1.32,9.93,3.09,7.34,2.01,-2.92,6.41,1.25
949,2021-08-07,4.05,9.3,4.03,-1.76,5.4,-4.36,9.21,0.47,15.58,14.12
950,2021-08-08,-1.75,-4.7,-4.04,12.39,-4.0,0.76,-4.59,2.04,-14.15,-5.81
951,2021-08-09,5.61,4.94,3.67,5.83,11.1,-5.02,4.9,-9.9,-12.72,3.41
952,2021-08-10,-1.44,-0.6,4.97,6.97,-0.54,-4.55,4.19,3.44,-0.98,-0.22
953,2021-08-11,-0.16,0.62,5.11,-12.96,3.16,-0.14,18.73,-8.35,-0.12,3.13
954,2021-08-12,-2.44,-3.62,-1.35,3.9,-3.04,2.56,-4.41,6.81,4.2,-1.21
955,2021-08-13,7.66,9.07,6.5,11.07,10.82,-1.62,12.84,-1.23,-11.33,7.06
956,2021-08-14,-1.53,-1.78,-0.5,2.94,-0.31,4.05,17.34,0.08,0.36,4.66
957,2021-08-15,-0.2,1.35,1.32,3.2,1.0,-1.98,0.4,-2.83,8.25,11.47
958,2021-08-16,-2.28,-4.86,0.4,-13.91,-3.61,-6.99,-7.66,6.67,0.33,-7.92
959,2021-08-17,-2.63,-4.3,-3.35,0.38,-5.25,0.22,-7.4,11.31,-11.27,-8.89
960,2021-08-18,0.02,0.09,-1.42,2.25,-1.16,1.66,4.11,0.77,0.28,1.7
961,2021-08-19,4.61,5.64,8.84,-2.62,5.37,-3.05,8.02,2.67,2.43,4.91
962,2021-08-20,5.48,3.16,5.5,-12.77,4.57,-6.22,2.28,-2.83,-2.28,4.63
963,2021-08-21,-1.01,-1.87,-1.36,6.77,-2.16,2.34,-3.73,12.24,-2.84,-3.83
964,2021-08-22,0.85,0.45,-0.01,9.69,3.53,-3.05,0.84,3.79,9.15,-0.19
965,2021-08-23,0.51,2.57,11.23,-2.82,0.62,-2.51,1.62,-18.79,-4.32,1.32
966,2021-08-24,-3.67,-4.54,-5.5,2.75,-7.25,2.82,-8.86,-3.86,-2.84,-7.93
967,2021-08-25,2.73,1.77,6.69,4.98,2.51,0.0,3.36,3.09,9.75,1.53
968,2021-08-26,-4.35,-4.14,-4.98,-0.54,-5.66,-3.68,-8.72,-5.78,15.83,-6.25
969,2021-08-27,4.75,5.83,3.41,-4.1,5.07,8.54,11.25,2.27,3.58,7.21
970,2021-08-28,-0.36,-0.9,-1.7,11.36,-0.34,0.45,-3.85,8.96,-5.18,0.11
971,2021-08-29,-0.26,-0.66,-1.32,5.44,-0.8,-0.75,-0.44,-8.36,10.22,-1.51
972,2021-08-30,-3.66,0.19,-4.04,7.28,-4.07,-2.48,-3.56,14.24,8.26,-2.23
973,2021-08-31,0.25,6.2,0.8,-8.08,2.45,-5.47,7.73,-0.36,-7.53,3.2
974,2021-09-01,3.63,11.6,5.5,6.93,5.42,1.96,4.27,-2.87,-10.5,7.76
975,2021-09-02,0.89,-1.07,-1.18,9.02,1.33,-3.36,1.38,-7.01,4.96,-1.64
976,2021-09-03,1.53,4.02,1.01,-5.15,16.09,-3.31,2.98,2.38,7.95,3.49
977,2021-09-04,-0.16,-1.34,1.9,-8.65,-0.47,0.17,-2.77,-3.63,7.39,-1.67
978,2021-09-05,3.68,1.66,1.41,-0.72,9.53,3.85,4.21,-13.88,12.19,6.87
979,2021-09-06,1.75,-0.6,-1.74,3.15,-5.51,-3.79,6.26,-9.12,-2.26,-0.05
980,2021-09-07,-11.02,-12.53,-15.6,-1.17,-18.64,-1.2,-18.73,14.15,10.47,-19.22
981,2021-09-08,-1.75,1.87,-0.88,1.9,0.73,-0.61,-2.59,3.93,7.32,-1.14
982,2021-09-09,0.75,-2.12,1.47,-0.86,0.45,-2.88,-1.19,-8.5,-8.19,0.31
983,2021-09-10,-3.33,-6.31,-4.72,-4.63,-3.55,2.24,-2.91,5.37,3.7,-4.45
984,2021-09-11,0.74,1.82,0.92,-2.83,2.58,-1.14,2.23,0.41,-3.74,1.4
985,2021-09-12,1.89,4.2,2.79,-7.78,2.46,4.0,3.64,-6.43,-7.0,1.75
986,2021-09-13,-2.36,-3.49,-4.15,3.16,-2.02,-0.6,-4.81,-4.0,-2.43,-4.05
987,2021-09-14,4.83,4.54,3.81,-8.8,2.06,2.32,3.0,3.44,8.26,2.51
988,2021-09-15,2.16,5.22,4.1,-3.36,3.28,3.69,2.23,5.03,2.19,3.57
989,2021-09-16,-0.8,-1.26,-1.6,6.55,-2.06,-3.56,-2.72,9.62,3.98,-2.04
990,2021-09-17,-0.92,-4.71,-4.15,-2.03,-2.81,0.08,-2.22,2.17,-6.49,-2.24
991,2021-09-18,2.1,1.05,0.96,13.9,0.78,2.6,0.83,2.57,7.5,0.88
992,2021-09-19,-2.18,-3.11,-0.54,1.57,-3.14,6.05,-2.5,-3.48,-3.22,-3.25
993,2021-09-20,-8.95,-10.55,-10.87,-5.51,-10.48,5.31,-12.09,2.29,11.64,-11.24
994,2021-09-21,-5.31,-7.1,-5.41,3.09,-5.53,-4.39,-5.13,-1.58,-10.38,-6.7
995,2021-09-22,6.9,11.21,10.05,0.51,8.61,3.98,14.79,0.11,-2.27,11.9
996,2021-09-23,3.03,2.46,1.21,-0.6,1.55,6.39,-0.17,-1.68,-3.19,0.16
997,2021-09-24,-4.58,-7.1,-7.43,-4.85,-7.2,-1.52,-5.75,3.98,5.29,-7.15
998,2021-09-25,-0.33,-0.22,-1.52,-4.42,-0.66,1.4,-0.44,-6.89,-11.21,-0.63
999,2021-09-26,1.15,4.71,-1.6,-4.29,-0.13,-0.83,0.39,-1.29,-15.49,-0.25
1000,2021-09-27,-2.35,-4.37,-2.47,-3.47,-3.78,-2.59,-2.31,-6.43,-6.53,-3.86
1001,2021-09-28,-2.66,-4.1,-0.75,-3.23,-3.03,-1.65,-3.14,-4.0,-9.41,-0.79
1002,2021-09-29,1.22,1.61,10.45,4.67,2.99,1.07,3.81,3.44,0.53,1.18
1003,2021-09-30,5.54,5.27,5.38,2.55,5.87,2.77,2.88,5.03,6.94,3.32
1004,2021-10-01,9.86,10.31,8.77,12.33,8.49,8.96,9.3,9.62,4.53,10.36
1005,2021-10-02,-1.05,2.35,1.35,2.05,1.69,-1.89,-0.6,2.17,2.01,2.45
1006,2021-10-03,1.19,0.88,0.82,2.63,0.95,1.46,1.86,2.57,0.28,0.98
1007,2021-10-04,2.13,-0.92,-0.98,-3.85,-1.76,8.84,-1.2,-3.48,-5.06,-2.07
1008,2021-10-05,4.56,3.81,3.68,3.14,3.76,4.18,3.93,2.29,-0.11,3.37
1009,2021-10-06,7.47,1.69,-1.61,-4.34,2.76,0.95,-0.69,-1.58,-4.38,0.85
1010,2021-10-07,-2.77,0.35,0.83,1.51,0.06,-4.48,-0.82,0.11,4.32,-0.89
1011,2021-10-08,0.31,-0.68,-4.4,5.25,-1.51,0.49,-0.38,-1.68,-4.5,-1.25
1012,2021-10-09,1.84,0.33,0.62,0.6,2.27,1.02,9.1,3.98,0.37,3.61
1013,2021-10-10,-0.53,-4.49,-4.22,-7.92,-2.83,-7.26,-2.17,-6.89,-7.79,-5.03
1014,2021-10-11,5.15,3.75,2.25,-0.08,2.46,1.09,0.11,-1.29,-1.2,2.08
1015,2021-10-12,-2.57,-1.43,7.5,-1.61,-3.68,-2.21,-3.04,-2.26,4.56,-2.23
1016,2021-10-13,2.45,3.32,6.01,1.47,2.9,2.92,2.34,4.18,3.11,1.33
1017,2021-10-14,-0.04,5.08,0.42,1.85,2.03,0.0,0.52,4.09,-2.11,2.0
1018,2021-10-15,7.54,2.06,0.38,26.11,4.58,0.65,0.69,1.12,-2.22,-0.37
1019,2021-10-16,-1.29,-0.99,-1.83,-5.46,-1.95,1.32,-0.63,0.81,0.12,-0.33
1020,2021-10-17,1.07,0.44,1.09,-3.32,-1.24,0.21,-3.52,-2.5,-2.11,-1.87
1021,2021-10-18,0.78,-2.65,2.95,1.51,0.98,4.08,-1.06,-3.13,-1.76,-1.26
1022,2021-10-19,3.67,3.53,0.64,-0.54,1.78,-0.81,0.78,0.78,9.82,0.84
1023,2021-10-20,2.68,7.33,2.7,4.28,9.8,3.83,4.99,6.14,2.74,5.12
1024,2021-10-21,-5.77,-2.6,-6.06,-1.89,-5.11,-4.87,-4.93,2.84,-4.45,-0.41
1025,2021-10-22,-2.42,-1.99,1.78,0.86,-2.95,0.87,0.0,1.41,-0.79,-1.46
1026,2021-10-23,0.99,4.91,1.29,8.1,2.77,2.66,0.45,9.34,4.79,2.48
1027,2021-10-24,-0.71,-2.03,-2.0,-4.21,-3.01,9.76,-1.04,-5.32,-4.03,-1.68
1028,2021-10-25,3.66,3.38,1.95,6.49,2.68,-3.84,1.2,8.99,3.03,0.86
1029,2021-10-26,-4.36,-2.11,-1.44,3.58,1.07,-3.47,1.13,0.43,21.75,-2.2
